"",0
"bnp paribas opportunity",1
"opportunity sell usdjpy",1
"paribas opportunity sell",1
"perce dessus des",1
"usdjpy perce dessus",1
"safe pips tp",1
"stop usdjpy safe",1
"usdjpy safe pips",1
"nice wake pips",1
"aus euraud interesting",1
"dax aus euraud",1
"euraud interesting iqms",1
"gmt thurs cool",1
"interesting iqms weekly",1
"iqms weekly market",1
"market probability report",1
"probability report remember",1
"remember gmt thurs",1
"report remember gmt",1
"thurs cool jets",1
"usdjpy dax aus",1
"weekly market probability",1
"don t move",1
"eurjpy hit tp",1
"hit tp usdjpy",1
"lesson don t",1
"long week lesson",1
"move stops guess",1
"t move stops",1
"tp usdjpy long",1
"week lesson don",1
"approach reaction usdjpy",1
"atr overstretched gr",1
"crosses daily atr",1
"daily atr overstretched",1
"gr level imo",1
"jpy crosses daily",1
"overstretched gr level",1
"reaction usdjpy trigger",1
"usdjpy trigger shorts",1
"watching approach reaction",1
"break usdjpy trailing",1
"caught break usdjpy",1
"usdjpy trailing happy",1
"move usdjpy sold",1
"nice move usdjpy",1
"sold half k",1
"usdjpy sold half",1
"area neg data",1
"data holds scenario",1
"h retracement area",1
"neg data holds",1
"retracement area neg",1
"usdjpy h retracement",1
"usdjpy update timeframe",1
"didn t nomura",1
"million call haha",1
"nomura million call",1
"surely didn t",1
"t nomura million",1
"usdjpy surely didn",1
"support area fan",1
"usdjpy springs back",1
"extra bonus usdjpy",1
"profit target reached",1
"reached extra bonus",1
"target reached extra",1
"live room worked",1
"monday live room",1
"room worked extremely",1
"talked monday live",1
"usdjpy talked monday",1
"update usdjpy pin",1
"usdjpy pin bar",1
"breaking commerzbank usdjpy",1
"jpy aims breaking",1
"usd jpy aims",1
"arrows https t",1
"bulls remember key",1
"daily imho bulls",1
"https t gzqw",1
"imho bulls remember",1
"key level red",1
"level red line",1
"line arrows https",1
"red line arrows",1
"remember key level",1
"t gzqw v",1
"alternative uncertainty u",1
"attractive alternative uncertainty",1
"compelling intermediate term",1
"intermediate term attractive",1
"long usdjpy compelling",1
"short yen long",1
"term attractive alternative",1
"uncertainty u equities",1
"usdjpy compelling intermediate",1
"yen long usdjpy",1
"currency helping usdjpi",1
"eurjpy funny zombie",1
"eurusd propped weak",1
"funny zombie currency",1
"propped weak yen",1
"weak yen eurjpy",1
"yen eurjpy funny",1
"zombie currency helping",1
"reversals usdjpy toda",1
"usdjpy target highs",1
"buyers usdjpy key",1
"hearing systems traders",1
"key reisstance lies",1
"lies top weekly",1
"reisstance lies top",1
"systems traders big",1
"traders big buyers",1
"usdjpy key reisstance",1
"monthly range exposed",1
"range exposed usdjpy",1
"simpel monthly range",1
"correlation usdjpy changing",1
"nice usdjpy break",1
"usdjpy break wont",1
"area action usdjpi",1
"jpy springs back",1
"support area action",1
"usd jpy springs",1
"audjpy short usdjpy",1
"crosses mad hurts",1
"hurts audjpy short",1
"mad hurts audjpy",1
"short usdjpy room",1
"usdjpy room pullback",1
"yen crosses mad",1
"carry stocks aud",1
"divergence usdjpy carry",1
"major divergence usdjpy",1
"stocks aud nzd",1
"usdjpy carry stocks",1
"downside usdjpy h",1
"expect downside usdjpy",1
"usdjpy h clos",1
"fingered crossed usdjpy",1
"retrace thinking buying",1
"thinking buying break",1
"usdjpy retrace thinking",1
"highs headlines usdjpy",1
"long price pay",1
"price pay safe",1
"usdjpy long price",1
"curve holding steady",1
"drops short end",1
"end curve holding",1
"holding steady key",1
"isn t lower",1
"key reason usdjpy",1
"reason usdjpy isn",1
"short end curve",1
"steady key reason",1
"treasury yield drops",1
"year treasury yield",1
"yield drops short",1
"de ses sommets",1
"recule de ses",1
"ses sommets sur",1
"sommets sur les",1
"sur les titres",1
"usdjpy recule de",1
"dissolve parliament friday",1
"friday usdjpy macro",1
"japan pm dissolve",1
"parliament friday usdjpy",1
"pm dissolve parliament",1
"change usdjpy audjpy",1
"hit ahead regime",1
"yen hit ahead",1
"bullish nzdusd support",1
"negativeness nzdjpy remains",1
"nzd negativeness nzdjpy",1
"nzdjpy remains positive",1
"nzdusd support holds",1
"positive usdjpy bullish",1
"remains positive usdjpy",1
"usdjpy bullish nzdusd",1
"jpy rally continues",1
"retail sales dailyfx",1
"sales dailyfx usdjpi",1
"usdjpy resting mid",1
"hs usdjpy beauti",1
"nok tempted hs",1
"short usd xag",1
"tempted hs usdjpy",1
"usd xag nok",1
"xag nok tempted",1
"long progress overtake",1
"usdjpy long progress",1
"booking usdjpy long",1
"chasing price difficult",1
"difficult lacking follow",1
"long points chasing",1
"points chasing price",1
"price difficult lacking",1
"usdjpy long points",1
"sell usdjpy spike",1
"spike targeting bnpp",1
"usdjpy spike targeting",1
"hurts ahead regime",1
"yen hurts ahead",1
"hit mt usdjpy",1
"lighten long hit",1
"long hit mt",1
"mt usdjpy long",1
"usdjpy long overtake",1
"back usdjpy longif",1
"jump back usdjpy",1
"ll jump back",1
"longif push swing",1
"push swing high",1
"usdjpy longif push",1
"crowd thinks time",1
"thinks time future",1
"time future result",1
"usdjpy crowd thinks",1
"rodriguez analysis taking",1
"ve stopped dolla",1
"profit usdjpy dailyfx",1
"bottom line deal",1
"deal january eurusd",1
"deal year small",1
"january eurusd usdjpi",1
"line deal year",1
"small deal january",1
"year small deal",1
"aussie kiwi drop",1
"drop eurusd usdjpi",1
"euro leads modestly",1
"kiwi drop eurusd",1
"leads modestly aussie",1
"modestly aussie kiwi",1
"aging population usdjpi",1
"city make safer",1
"escalators city make",1
"lowered speed escalators",1
"make safer aging",1
"nagoya recently lowered",1
"recently lowered speed",1
"safer aging population",1
"speed escalators city",1
"daily imho support",1
"horizontal support resistance",1
"https t p",1
"imho support confluence",1
"p fwgn q",1
"red https t",1
"resistance red https",1
"support confluence trend",1
"support resistance red",1
"t p fwgn",1
"res usdjpy eww",1
"jpy higher medium",1
"usd jpy higher",1
"wells fargo usdjpy",1
"profit target buying",1
"target buying usdjpy",1
"apparently months record",1
"deficit japan due",1
"due importing newly",1
"importing newly released",1
"japan due importing",1
"months record deficit",1
"newly released smart",1
"record deficit japan",1
"released smart phones",1
"smart phones usdjpi",1
"bond rally usdjpy",1
"finally ready weaken",1
"holding yen finally",1
"rally usdjpy holding",1
"selloff bond rally",1
"usdjpy holding yen",1
"yen finally ready",1
"usdjpy trades sunday",1
"ass weekly bear",1
"bear week wrong",1
"big ass weekly",1
"fibulator projects yonder",1
"hills big ass",1
"projects yonder hills",1
"swing fibulator projects",1
"usdjpy swing fibulator",1
"weekly bear week",1
"yonder hills big",1
"exited morning square",1
"morning square trades",1
"square trades stay",1
"stay aussie overnight",1
"trades stay aussie",1
"usdjpy exited morning",1
"staying aussie usdjpy",1
"ypu staying aussie",1
"audjpy usdjpy eurjpi",1
"alt scenario coming",1
"scenario coming sessions",1
"usdjpy alt scenario",1
"aren t dead",1
"d ext usdjpy",1
"dogs aren t",1
"ext usdjpy dogs",1
"t dead rollover",1
"usdjpy dogs aren",1
"back long half",1
"followers plan play",1
"half position yesterday",1
"long half position",1
"plan play usdjpy",1
"play usdjpy pull",1
"pull back long",1
"action remains bullish",1
"price action remains",1
"t price action",1
"usdjpy t price",1
"december analysts usdjpi",1
"dpj ouster december",1
"ouster december analysts",1
"weaker yen dpj",1
"yen dpj ouster",1
"bouncing higher resting",1
"higher resting mid",1
"usdjpy bouncing higher",1
"good bounce support",1
"usdjpy good bounce",1
"active euraud top",1
"analyst picks long",1
"euraud top win",1
"long lot top",1
"lot top active",1
"picks long lot",1
"top active euraud",1
"top loss audjpy",1
"top win usdjpy",1
"updated analyst picks",1
"usdjpy top loss",1
"win usdjpy top",1
"happen expected inste",1
"impulsive sequence happen",1
"move sideways impulsive",1
"sequence happen expected",1
"sideways impulsive sequence",1
"usdjpy move sideways",1
"crosses resistance usdjpy",1
"band contraction watching",1
"contraction watching break",1
"watching break upper",1
"half usdjpy longs",1
"long entry gbpcad",1
"longs nzdusd shorts",1
"nzdusd shorts long",1
"shorts long entry",1
"usdjpy longs nzdusd",1
"matter timeframe thinking",1
"overbought matter timeframe",1
"support tokio session",1
"test support tokio",1
"thinking test support",1
"timeframe thinking test",1
"usdjpy overbought matter",1
"bollanger monthly trendline",1
"futures nice turn",1
"gap yen futures",1
"jy f usdjpy",1
"long yen target",1
"monthly trendline long",1
"nice turn weekly",1
"target jy f",1
"trendline long yen",1
"turn weekly bollanger",1
"weekly bollanger monthly",1
"yen futures nice",1
"yen target jy",1
"audjpy d eurjpy",1
"bearish jpy scenario",1
"d eurjpy long",1
"eurjpy long interesting",1
"fast search selectively",1
"jpy scenario long",1
"long interesting neh",1
"scenario long usdjpy",1
"search selectively bearish",1
"selectively bearish jpy",1
"short audjpy d",1
"usdjpy short audjpy",1
"currency manipulator called",1
"hesitate currency manipulator",1
"manipulator called usdjpi",1
"t hesitate currency",1
"thing treasury won",1
"treasury won t",1
"won t hesitate",1
"boxes economy game",1
"china boxes economy",1
"doesn t matter",1
"economy game inflation",1
"game inflation deflation",1
"inflation deflation usdjpi",1
"low china boxes",1
"matter low china",1
"t matter low",1
"abe thinks yen",1
"china row mistaken",1
"damaging japan economy",1
"economy china row",1
"japan economy china",1
"row mistaken usdjpi",1
"thinks yen damaging",1
"yen damaging japan",1
"break stop usdjpy",1
"explanatory flag break",1
"flag break stop",1
"momentum typical explanatory",1
"talking momentum typical",1
"typical explanatory flag",1
"destroyed economy usdjpi",1
"market mister yen",1
"mister yen destroyed",1
"mister yen mister",1
"yen destroyed economy",1
"yen mister yen",1
"buyer low gold",1
"d buyer low",1
"gold trending short",1
"low gold trending",1
"run long price",1
"short run long",1
"trending short run",1
"usdjpy d buyer",1
"breaking upside audusd",1
"fx setups usdjpy",1
"setups usdjpy breaking",1
"upside audusd holding",1
"usdjpy breaking upside",1
"abe comments forexlive",1
"attributed abe comments",1
"comments forexlive blog",1
"jpy strength attributed",1
"strength attributed abe",1
"usd jpy strength",1
"fxstreetnews abe comments",1
"h usdjpy depress",1
"trend h usdjpy",1
"days usdjpy mover",1
"dead market level",1
"gold dead market",1
"level wd u",1
"market level wd",1
"mover gold dead",1
"usdjpy mover gold",1
"wd u buy",1
"aud jpy usd",1
"audjpy longs aud",1
"hit usdjpy longs",1
"longs aud jpy",1
"longs taking audjpy",1
"taking audjpy longs",1
"tp hit usdjpy",1
"usdjpy longs taking",1
"back drop bond",1
"drop bond yields",1
"pull back drop",1
"susceptible pull back",1
"usdjpy susceptible pull",1
"break bring correction",1
"bring correction dan",1
"correction dan strong",1
"dan strong continuation",1
"main break bring",1
"usdjpy main break",1
"higher lets close",1
"usdjpy higher lets",1
"decide usdjpy long",1
"long cnyjpy profi",1
"long position long",1
"position long cnyjpy",1
"earlier institutions long",1
"ilya tweeted earlier",1
"secret ilya tweeted",1
"tweeted earlier institutions",1
"usdjpy target eur",1
"aversion move fx",1
"conflict sustained risk",1
"directly conflict sustained",1
"drop directly conflict",1
"factor curbed usdjpi",1
"fx mkt places",1
"mkt places risk",1
"move fx mkt",1
"places risk factor",1
"risk factor curbed",1
"sustained risk aversion",1
"yen drop directly",1
"big breakouts w",1
"breakouts w fresh",1
"fresh fundamental backing",1
"fundamental backing hel",1
"pair big breakouts",1
"usdjpy pair big",1
"w fresh fundamental",1
"back mid lt",1
"bigger rally jump",1
"correction bigger rally",1
"highs wishing praying",1
"jump back mid",1
"mid lt longs",1
"month highs wishing",1
"praying correction bigger",1
"rally jump back",1
"wishing praying correction",1
"bailing long position",1
"early love hate",1
"hate relationship usdjpy",1
"long position early",1
"love hate relationship",1
"position early love",1
"relationship usdjpy continu",1
"bullish target usdjpy",1
"target usdjpy v",1
"big daily level",1
"daily level here",1
"level here usdjpy",1
"bought month usdjpy",1
"hammer jpy bought",1
"jpy bought month",1
"month usdjpy calls",1
"putting hammer jpy",1
"tradeflow putting hammer",1
"big breakout usdjpy",1
"abe headlines faux",1
"back abe headlines",1
"bid back abe",1
"correlation junkies cry",1
"cry hooray risk",1
"es f bed",1
"faux macro correlation",1
"final es f",1
"headlines faux macro",1
"hooray risk sell",1
"junkies cry hooray",1
"macro correlation junkies",1
"risk sell final",1
"sell final es",1
"usdjpy bid back",1
"abe part ii",1
"draghi style abe",1
"intervention draghi style",1
"part ii usdjpi",1
"style abe part",1
"verbal intervention draghi",1
"f tagging support",1
"j f tagging",1
"support usdjpy watch",1
"tagging support usdjpy",1
"usdjpy watch fade",1
"watch fade opp",1
"mentioned institutions long",1
"stop target webinars",1
"target webinars watch",1
"watch eurusd stori",1
"webinars watch eurusd",1
"commentary usdjpy waves",1
"market path underway",1
"path underway usdjpi",1
"revisited market path",1
"usdjpy waves revisited",1
"waves revisited market",1
"awaiting small pullback",1
"long daily tf",1
"pullback entry usdjpy",1
"small pullback entry",1
"usdjpy long daily",1
"elliott wave dusting",1
"wave dusting cobwebs",1
"japanese yields nasdaq",1
"check daily net",1
"daily net ratio",1
"increase usdjpy shorts",1
"long recent low",1
"net ratio long",1
"ratio long recent",1
"shorts check daily",1
"usdjpy shorts check",1
"target watch closely",1
"usdjpy target watch",1
"days action usdjpy",1
"f r days",1
"j f r",1
"r days action",1
"yields econometer usdjpy",1
"ahhh usdjpy reason",1
"tradingfloorcom saxo bank",1
"fxstreetnews usdjpy surges",1
"leg imminent usdjpi",1
"brutalement vers les",1
"grimpe brutalement vers",1
"usdjpy grimpe brutalement",1
"abe finally learned",1
"boj rates usdjpy",1
"finally learned weaken",1
"learned weaken yen",1
"rates usdjpy barriers",1
"thratening boj rates",1
"usdjpy barriers ahead",1
"weaken yen thratening",1
"yen thratening boj",1
"losses sentiment stay",1
"prices recovering years",1
"recovering years losses",1
"sentiment stay bullish",1
"usdjpy prices recovering",1
"years losses sentiment",1
"cleaned usdjpy potential",1
"usdjpy potential entries",1
"woohoo nr usdjpy",1
"abc correction lt",1
"correction lt long",1
"daily starting year",1
"hoping abc correction",1
"lows hoping abc",1
"starting year lows",1
"target usdjpy daily",1
"th wave target",1
"usdjpy daily starting",1
"wave target usdjpy",1
"year lows hoping",1
"morning usdjpy hit",1
"bullish test resistance",1
"term support lies",1
"test resistance long",1
"usdjpy bullish test",1
"band contraction watch",1
"contraction watch break",1
"watch break upper",1
"art unlimited easing",1
"asia usdjpy spiked",1
"easing main story",1
"european setup zen",1
"faros european setup",1
"main story asia",1
"setup zen art",1
"story asia usdjpy",1
"unlimited easing main",1
"zen art unlimited",1
"fxstreetreports usdjpy hits",1
"bonjour tous ce",1
"breakout eurusd br",1
"buy usdjpy sur",1
"ce matin buy",1
"matin buy usdjpy",1
"sur breakout eurusd",1
"tous ce matin",1
"usdjpy sur breakout",1
"boj unlimited qe",1
"deflation overcome usdjpy",1
"overcome usdjpy nikkei",1
"qe deflation overcome",1
"unlimited qe deflation",1
"great pair ichimoku",1
"ichimoku long setups",1
"long setups good",1
"pair ichimoku long",1
"setups good luck",1
"strength weekend usdjpy",1
"usd strength weekend",1
"usdjpy great pair",1
"weekend usdjpy great",1
"analysis remain long",1
"long usdjpy entered",1
"prices pulled back",1
"pulled back support",1
"usdjpy prices pulled",1
"dailyfxteam usdjpy risen",1
"advantage recent weakness",1
"buy stops building",1
"exporters advantage recent",1
"highs japanese exporters",1
"japanese exporters advantage",1
"recent weakness buy",1
"session highs japanese",1
"weakness buy stops",1
"back usdjpy refil",1
"close daily long",1
"audjpy sell limit",1
"limit on hedge",1
"on hedge usdjpy",1
"sell limit on",1
"daily close level",1
"usdjpy wait daily",1
"wait daily close",1
"abe lives days",1
"carry coming back",1
"coming back usdjpi",1
"days great yen",1
"great yen carry",1
"lives days great",1
"problem abe lives",1
"yen carry coming",1
"approaching nasdaq usdjpi",1
"buying approaching nasdaq",1
"comments prompts usd",1
"jpy buying approaching",1
"prompts usd jpy",1
"coming hit high",1
"usdjpy v coming",1
"v coming hit",1
"desk usdjpy selling",1
"selling don t",1
"selling stops selling",1
"stops selling don",1
"t expect back",1
"usdjpy selling stops",1
"index philadelphia fed",1
"manufacturing index philadelphia",1
"div lower time",1
"examined rd th",1
"rd th test",1
"rsi div lower",1
"test rsi div",1
"th test rsi",1
"tl examined rd",1
"usdjpy tl examined",1
"fxstreetreports usdjpy breaking",1
"forexcom usdjpy exploded",1
"upside pressure action",1
"pressure usdjpy ups",1
"usdjpy bust barri",1
"feb seasonal factors",1
"jan feb seasonal",1
"rallies time year",1
"thinking usdjpy rallies",1
"time year jan",1
"usdjpy rallies time",1
"year jan feb",1
"target level shorted",1
"usdjpy target level",1
"usdjpy fighting upwards",1
"major daily resist",1
"range major daily",1
"usdjpy range major",1
"strong upside momentum",1
"usdjpy strong upside",1
"geniouses turkish guy",1
"guy tweeted usdjpy",1
"lol lot geniouses",1
"lot geniouses turkish",1
"turkish guy tweeted",1
"big financial firm",1
"financial firm tweeted",1
"firm tweeted usdjpy",1
"guy vice pres",1
"pres big financial",1
"turkish guy vice",1
"vice pres big",1
"china unveils leadership",1
"high prospects jap",1
"jinping good morning",1
"leadership xi jinping",1
"month high prospects",1
"morning usdjpy rose",1
"unveils leadership xi",1
"xi jinping good",1
"didn t leave",1
"leave long positions",1
"long positions open",1
"months tweets shame",1
"shame didn t",1
"t leave long",1
"tweets shame didn",1
"usdjpy months tweets",1
"trend short usdjpy",1
"deja vu surprise",1
"feels deja vu",1
"overdone feels deja",1
"qe reminder spot",1
"rally overdone feels",1
"surprise qe reminder",1
"talk usdjpy rally",1
"vu surprise qe",1
"fx trader tons",1
"guys stating usdjpy",1
"stating usdjpy overbought",1
"tons guys stating",1
"trader tons guys",1
"cadjpy premium hit",1
"hit targets yend",1
"premium hit targets",1
"targets yend dumped",1
"usdjpy cadjpy premium",1
"yend dumped board",1
"assume audusd audjpy",1
"audjpy dictated jpy",1
"audjpy movement audjpy",1
"audusd audjpy movement",1
"dictated jpy jpy",1
"jpy jpy weak",1
"jpy weak usdjpi",1
"movement audjpy dictated",1
"allo allo paris",1
"bnp paribas short",1
"paribas short allo",1
"short allo allo",1
"forced nuda declaration",1
"nuda declaration yesterday",1
"usdjpy forced nuda",1
"pips target usdjpy",1
"update strategie options",1
"deviation usd usdjpy",1
"spike deviation usd",1
"buy short yen",1
"japanese situation mutation",1
"mutation usdjpy buy",1
"situation mutation usdjpy",1
"approach https t",1
"break resistance ve",1
"daily imho nice",1
"discussed careful longs",1
"https t tpz",1
"imho nice break",1
"longs approach https",1
"nice break resistance",1
"resistance ve discussed",1
"t tpz tlv",1
"ve discussed careful",1
"abe weighting fiscal",1
"usdjpy abe weighting",1
"weighting fiscal cliff",1
"patience usdjpy finally",1
"test patience usdjpy",1
"usdjpy finally pays",1
"fancy talk closing",1
"talk closing usdjpy",1
"buy opp touch",1
"channel buy opp",1
"daily imho view",1
"https t vlqxbk",1
"imho view price",1
"moving channel buy",1
"opp touch https",1
"price moving channel",1
"touch https t",1
"view price moving",1
"long september patience",1
"patience continuing pay",1
"september patience continuing",1
"usdjpy long september",1
"position targets mind",1
"tasty usdjpy position",1
"usdjpy position targets",1
"entries usdjpy cost",1
"holding multiple entries",1
"multiple entries usdjpy",1
"back political tensions",1
"high back political",1
"month high back",1
"political tensions kb",1
"rises month high",1
"usdjpy rises month",1
"interest rates rising",1
"rising interest rates",1
"usdjpy rising interest",1
"finally signs long",1
"liquidation macro funds",1
"long usdjpy liquidation",1
"signs long usdjpy",1
"usdjpy liquidation macro",1
"moderate strong usd",1
"breakout objectif atteind",1
"objectif atteind pip",1
"usdjpy breakout objectif",1
"bad tfx stopped",1
"positioning usdjpy charts",1
"publishing retail positioning",1
"retail positioning usdjpy",1
"stopped publishing retail",1
"tfx stopped publishing",1
"usdjpy charts cme",1
"nicer wake pips",1
"moderate strong usdjpy",1
"tradingfloorcom japanese talking",1
"candlestick daily surging",1
"daily surging usdjpy",1
"hits target nzdusd",1
"long holds floor",1
"nzdusd long holds",1
"surging usdjpy hits",1
"target nzdusd long",1
"banging stops pips",1
"pips usdjpy stop",1
"stops pips usdjpy",1
"usdjpy stop hunting",1
"encore haut superbe",1
"usdjpy encore haut",1
"bn usd earlier",1
"bought bn usd",1
"call largest currency",1
"currency hedge fund",1
"earlier morning usdjpi",1
"fund bought bn",1
"fund likes call",1
"hearing fund likes",1
"hedge fund bought",1
"largest currency hedge",1
"likes call largest",1
"usd earlier morning",1
"fundamnetal future holds",1
"future holds pair",1
"holds pair kb",1
"major mover usdjpy",1
"mover usdjpy read",1
"read fundamnetal future",1
"usdjpy read fundamnetal",1
"cont move steady",1
"entry ill pass",1
"eurjpy usdjpy cont",1
"move steady pace",1
"pace pullback entry",1
"pullback entry ill",1
"steady pace pullback",1
"usdjpy cont move",1
"higher political works",1
"political works leel",1
"pushing higher political",1
"range pushing higher",1
"top range pushing",1
"works leel res",1
"backed fib term",1
"completed ext low",1
"ext low backed",1
"low backed fib",1
"usdjpy completed ext",1
"big stops coudl",1
"coudl thwarts stunning",1
"hearing big stops",1
"rally short term",1
"stops coudl thwarts",1
"stunning usdjpy rally",1
"thwarts stunning usdjpy",1
"usdjpy rally short",1
"audusd usdjpy move",1
"aussie yen devalued",1
"bad missed audusd",1
"devalued coming week",1
"missed audusd usdjpy",1
"move aussie yen",1
"usdjpy move aussie",1
"yen devalued coming",1
"caduta libera eurjpy",1
"eurjpy usdjpy saranno",1
"libera eurjpy usdjpy",1
"saranno contenti giappone",1
"usdjpy saranno contenti",1
"level free daily",1
"pressing key resistance",1
"resistance level free",1
"usdjpy pressing key",1
"appears started early",1
"great yen selloff",1
"selloff appears started",1
"started early usdjpi",1
"yen selloff appears",1
"decline top initial",1
"level provokes response",1
"provokes response decline",1
"response decline top",1
"top initial support",1
"usdjpy level provokes",1
"audjpy shorts positive",1
"correlation es f",1
"damn silly usdjpy",1
"es f audjpy",1
"f audjpy dust",1
"killing audjpy shorts",1
"positive correlation es",1
"rush killing audjpy",1
"shorts positive correlation",1
"silly usdjpy rush",1
"usdjpy rush killing",1
"breaks handle printing",1
"handle printing month",1
"printing month high",1
"flying audusd di",1
"usdjpy flying audusd",1
"count tad wave",1
"expanded flat leaving",1
"flat leaving impulsive",1
"ii expanded flat",1
"revised count tad",1
"tad wave ii",1
"topping revised count",1
"usdjpy topping revised",1
"wave ii expanded",1
"apparent war currency",1
"audusd pretty apparent",1
"currency war country",1
"pretty apparent war",1
"usdjpy audusd pretty",1
"war country devalu",1
"war currency war",1
"lack word wow",1
"word wow usdjpi",1
"brakes doubt put",1
"doubt put reverse",1
"ia train brakes",1
"train brakes doubt",1
"usdjpy ia train",1
"adding usdjpy longs",1
"dead wake nzd",1
"dropping dead wake",1
"fascinating usdjpy upside",1
"stocks dropping dead",1
"upside stocks dropping",1
"usdjpy upside stocks",1
"wake nzd aud",1
"short usdjpy unit",1
"highs probabaly short",1
"probabaly short back",1
"shorts highs probabaly",1
"stopped eurjpy usdjpy",1
"usdjpy shorts highs",1
"phased abe noda",1
"usdjpy phased abe",1
"atteint pic de",1
"usdjpy atteint pic",1
"bulan november pm",1
"ke level tertinggi",1
"level tertinggi bulan",1
"melesat ke level",1
"tertinggi bulan november",1
"usdjpy melesat ke",1
"break normal range",1
"consolidation usdjpy normal",1
"normal break normal",1
"normal range higher",1
"range higher kb",1
"usdjpy normal break",1
"close k show",1
"estimates spec yen",1
"k retail shorts",1
"k show frd",1
"model estimates spec",1
"north k retail",1
"retail shorts close",1
"shorts close k",1
"shorts north k",1
"show frd usdjpi",1
"spec yen shorts",1
"yen shorts north",1
"back x eurjpy",1
"eurjpy usdjpy targets",1
"lower stops pips",1
"pips lower stops",1
"stops pips higher",1
"targets pips lower",1
"x eurjpy usdjpy",1
"post time usdjpy",1
"careful reversals usdjpi",1
"bullish warning results",1
"daily weekly monthly",1
"monthly bullish warning",1
"usdjpy daily weekly",1
"warning results rally",1
"weekly monthly bullish",1
"long usdjpy nightmare",1
"usdjpy nightmare trad",1
"tricky tricky usdjpy",1
"tricky usdjpy mth",1
"chasing usdjpy move",1
"move extended bizarre",1
"people chasing usdjpy",1
"stunning people chasing",1
"usdjpy move extended",1
"counter trend moves",1
"days eat momo",1
"eat momo players",1
"lasts days eat",1
"momo players lol",1
"moves wont stick",1
"observant counter trend",1
"players lol usdjpi",1
"stick lasts days",1
"trend moves wont",1
"wont stick lasts",1
"bel objectif atteint",1
"usdjpy bel objectif",1
"aggressive yen sellers",1
"eurjpy gbpjpy chfjpy",1
"fury aggressive yen",1
"hath fury aggressive",1
"hell hath fury",1
"sellers usdjpy eurjpy",1
"yen sellers usdjpy",1
"breakout rs level",1
"daily breakout rs",1
"rs level usdjpy",1
"usdjpy fib high",1
"f usdjpy years",1
"position ycs j",1
"working short yen",1
