3.04E+17,Jaguarsoenardi,  : $usdjpy 3h     diagonal  h and s. sellers on weakness getting played. take what the mkt will give ya ,20/02/2013 00:36:00,0
3.04E+17,ForexInsight,eurusd moves well to 1.3420  audusd eases back to 1.0350  gbpusd rallies a little to 1.5440  usdjpy moves to 93.70  gold at 1606,20/02/2013 00:36:00,0
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 105 articles and reports. visit  ,20/02/2013 00:35:00,-1
3.04E+17,spz_trader,$usdjpy 3h     diagonal  h and s. sellers on weakness getting played. take what the mkt will give ya ,20/02/2013 00:32:00,0
3.04E+17,James4xCoach,closed buy 2.0 lots usdjpy 93.735 for  1.4 pips  total for today  5.0 pips,20/02/2013 00:29:00,-1
3.04E+17,ajorama,  : usdjpy getting bunched up   i remember being in jp with yen at 101,20/02/2013 00:26:00,0
3.04E+17,TheStalwart,usdjpy getting bunched up ,20/02/2013 00:22:00,0
3.04E+17,kicadozap,  flash: $usdjpy ends correction lower   commerzbank,20/02/2013 00:21:00,0
3.04E+17,GregForex,closed buy usdjpy 93.726 for  0.3 pips  total for today  65.4 pips,20/02/2013 00:20:00,-1
3.04E+17,vavroyxwxvr9,agree  pipczar: as a fx trader  by clues are the following: $audjpy  $usdcad  $dx_f and $usdjpybozgu,20/02/2013 00:16:00,0
3.04E+17,Fibarchie,all the latest setups and signals  $es $cl_f $eurusd $gbpusd $audusd $usdjpy $usdchf $gc_f $si_f,20/02/2013 00:15:00,0
3.04E+17,GlsSystems1,closed buy 0.1 lots   gls systems  usdjpy 93.678 for  4.7 pips  total for today  4.7 pips,20/02/2013 00:12:00,-1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 94 articles and reports. visit   ,20/02/2013 00:09:00,-1
3.04E+17,lucahk,closed sell 0.25 lots usdjpy 93.797 for  1.4 pips  total for today  1.4 pips,20/02/2013 00:06:00,1
3.04E+17,lucahk,closed sell 0.01 lots usdjpy 93.797 for  1.4 pips  total for today 0.0 pips,20/02/2013 00:06:00,1
3.04E+17,snenkov,  : at this rate japan may have a trade surplus.... in 2022  made my this    $usdjpy,20/02/2013 00:04:00,0
3.04E+17,James4xCoach,closed buy 2.0 lots usdjpy 93.766 for  10.0 pips  total for today  10.0 pips,20/02/2013 00:03:00,-1
3.04E+17,forexxli,  : tickgeek forex signal usdjpy 60   confirmed buy   date 2013.02.20 time 00:56:47 cet,20/02/2013 00:03:00,1
3.04E+17,TickGeek,tickgeek forex signal usdjpy 60   confirmed buy   date 2013.02.20 time 00:56:47 cet,20/02/2013 00:00:00,1
3.04E+17,eFXnews,exclusive: bofa merrill has a limit order to buy $usdjpy at 93.20 targeting 96.35 ,19/02/2013 23:54:00,-1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 124 articles and reports. visit  ,20/02/2013 01:04:00,-1
3.04E+17,felgartrading,$usdjpy daily levels.   resistance: 94.13  94.79  96.40.   support: 92.52  91.56  89.94.,20/02/2013 01:00:00,0
3.04E+17,grove_under,daily $usdjpy trend is already up  so if $eurusd is starting a new uptrend  it will accelerate the $eurjpy higher ,20/02/2013 01:16:00,1
3.04E+17,GlsSystems1,closed buy 0.1 lots   gls systems  usdjpy 93.665 for  5.6 pips  total for today  135.5 pips,20/02/2013 01:08:00,-1
3.04E+17,GlsSystems1,closed buy 0.1 lots   gls systems  usdjpy 93.663 for  3.8 pips  total for today  141.1 pips,20/02/2013 01:07:00,-1
3.04E+17,FXTraderUpdates,   long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 01:06:00,1
3.04E+17,grove_under,$eurjpy   $usdjpy   $eurusd sometimes  it s easier to analyze trade eurjpy by looking at the components separately ,20/02/2013 01:05:00,0
3.04E+17,AtlasMarket,forex news: usd jpy little changed on larger trade deficit   dailyfx  $usdjpy,20/02/2013 01:44:00,0
3.04E+17,elliottwavems,the arrival of japan s sunset  $usdjpy $nikk,20/02/2013 01:43:00,0
3.04E+17,GlennWalck,  :: $usdjpy finds buyers above 93.30 ,20/02/2013 01:42:00,0
3.04E+17,Masa015,closed buy 0.1 lots $usdjpy 93.54 for  14.0 pips  total for today  142.0 pips,20/02/2013 01:41:00,-1
3.04E+17,ECNFXRobot,the best pair to trade with our robot is eurusd. but gbpusd  usdjpy  etc. can be traded  too. 0.5 2.0 spread is best. ,20/02/2013 01:38:00,0
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 142 articles and reports. visit  ,20/02/2013 01:38:00,-1
3.04E+17,thang33,  : daily $usdjpy trend is already up  so if $eurusd is starting a new uptrend  it will accelerate the $eurjpy higher,20/02/2013 01:35:00,1
3.04E+17,DanielHusseyJr,trading a 4 micro contracts in the $usdjpy   $audusd  and $eurusd each trade has a fixed profit and stop.,20/02/2013 01:25:00,0
3.04E+17,FXTraderUpdates,   sho future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 01:20:00,0
3.04E+17,MT4inews,usdjpy possible support around 93.65,20/02/2013 01:20:00,-1
3.04E+17,AtlasMarket,forex: usd jpy finds buyers above 93.30     $usdjpy,20/02/2013 02:16:00,0
3.04E+17,4xcampus,forex:u.s. initial jobless claims fell more than expected  usdjpy ... ,20/02/2013 02:13:00,0
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 161 articles and reports. visit  ,20/02/2013 02:09:00,-1
3.04E+17,rna75gnw,closed sell $usdjpy 93.57 for  11.0 pips  total for today  11.0 pips,20/02/2013 02:06:00,1
3.04E+17,BFSS_Provider,modify usdjpy sl: 93.182  tp: 94.182,20/02/2013 02:00:00,0
3.04E+17,BFSS_Provider,buy usdjpy openprice: 93.682  lot: 0.11  sl: 0  tp: 0   bfss trade recommendation only,20/02/2013 02:00:00,-1
3.04E+17,Onixfxinvest,closed buy 0.1 lots   usdjpy 93.57 for  5.0 pips  total for today  51.1 pips,20/02/2013 01:53:00,-1
3.04E+17,FXTraderUpdates,   long future entry for the double bollinger bands re entry is setting up. $usdjpy  ,20/02/2013 01:51:00,1
3.04E+17,fxnamesnaw,closed buy 0.03 lots usdjpy 93.721 for  25.5 pips  total for today  25.5 pips,20/02/2013 02:38:00,-1
3.04E+17,_DarthTrader_,$usdjpy holding shorts from the high and $eurjpy defending its line in the sand 125.90 . looking for 121.80 on $eurjpy if 125.90 holds,20/02/2013 02:37:00,1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 128 articles and reports. visit  ,20/02/2013 02:36:00,-1
3.04E+17,forexpro13,  : bought 0.01 lots by terascal usdjpy 93.579 sl 91.737,20/02/2013 02:30:00,1
3.04E+17,forex1313,  : bought 0.01 lots by terascal usdjpy 93.579 sl 91.737,20/02/2013 02:30:00,1
3.04E+17,forex_bot1,bought 0.01 lots by terascal usdjpy 93.579 sl 91.737,20/02/2013 02:29:00,1
3.04E+17,lucahk,closed buy 0.01 lots usdjpy 93.435 for  3.2 pips  total for today  0.6 pips,20/02/2013 02:28:00,-1
3.04E+17,lucahk,closed buy 0.25 lots usdjpy 93.389 for  2.1 pips  total for today  2.6 pips,20/02/2013 02:28:00,-1
3.04E+17,lucahk,closed buy 0.01 lots usdjpy 93.389 for  2.1 pips  total for today  0.5 pips,20/02/2013 02:28:00,-1
3.04E+17,lucahk,closed buy 0.01 lots usdjpy 93.5 for  3.0 pips  total for today  1.6 pips,20/02/2013 02:28:00,-1
3.04E+17,No_Namefx,closed sell $usdjpy 93.594 for  1.3 pips  total for today  12.3 pips,20/02/2013 02:27:00,1
3.04E+17,No_Namefx,closed sell $usdjpy 93.569 for  3.8 pips  total for today  11.0 pips,20/02/2013 02:27:00,1
3.04E+17,No_Namefx,closed sell $usdjpy 93.536 for  7.2 pips  total for today  7.2 pips,20/02/2013 02:27:00,1
3.04E+17,rna75gnw,closed sell $usdjpy 93.59 for  1.0 pips  total for today  16.4 pips,20/02/2013 02:26:00,1
3.04E+17,rna75gnw,closed sell $usdjpy 93.564 for  6.4 pips  total for today  17.4 pips,20/02/2013 02:21:00,1
3.04E+17,FXTraderUpdates,   long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 02:20:00,1
3.04E+17,FXTraderUpdates,   sho future entry for the elder impulse entry is setting up. $usdjpy ,20/02/2013 02:20:00,0
3.04E+17,Masa015,bought 0.1 lots $usdjpy 93.5,20/02/2013 03:01:00,1
3.04E+17,GlsSystems1,closed buy 0.2 lots   gls systems  usdjpy 93.414 for  10.1 pips  total for today  135.1 pips,20/02/2013 03:00:00,-1
3.04E+17,yuwonowhy, : $usdjpy slips below 93.50 ,20/02/2013 03:00:00,0
3.04E+17,FXstreetNews, : $usdjpy slips below 93.50 ,20/02/2013 02:53:00,0
3.04E+17,GoldenAgeTrade,bought 0.02 lots $usdjpy 93.48,20/02/2013 04:01:00,1
3.04E+17,avidinvestorgrp,usdjpy bearish engulfing hourly chart ,20/02/2013 04:01:00,-1
3.04E+17,mikebertelsen,  : usdjpy bearish engulfing hourly chart ,20/02/2013 04:00:00,-1
3.04E+17,BFSS_Provider,close usdjpy closeprice: 93.466  pl:  21.6 pips,20/02/2013 04:00:00,0
3.04E+17,MakeFxMoney,closed buy limit $usdjpy 92.9 for 0.0 pips  total for today  30.2 pips,20/02/2013 03:55:00,-1
3.04E+17,EAchan_FX,closed buy 0.01 lots $usdjpy 93.45 for  1.0 pips  total for today  3.0 pips,20/02/2013 03:54:00,-1
3.04E+17,EAchan_FX,closed buy 0.02 lots $usdjpy 93.45 for  2.0 pips  total for today  2.0 pips,20/02/2013 03:54:00,-1
3.04E+17,MakeFxMoney,closed buy limit $usdjpy 92.85 for 0.0 pips  total for today  30.2 pips,20/02/2013 03:54:00,-1
3.04E+17,MakeFxMoney,closed buy limit $usdjpy 92.8 for 0.0 pips  total for today  30.2 pips,20/02/2013 03:54:00,-1
3.04E+17,forexpro13,  : usdjpy bearish engulfing hourly chart ,20/02/2013 03:46:00,-1
3.04E+17,EnzoTataFX,  :: $usdjpy slips below 93.50 ,20/02/2013 03:46:00,0
3.04E+17,acefx,usdjpy bearish engulfing hourly chart ,20/02/2013 03:44:00,-1
3.04E+17,ew_sittiporn,usdjpy bearish engulfing hourly chart ,20/02/2013 03:39:00,-1
3.04E+17,runwildsafaris,  :    $usdjpy sentiment bearish based on analysis of 100 articles and reports. visit  ,20/02/2013 03:37:00,-1
3.04E+17,runwildsafaris,  :    long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 03:36:00,1
3.04E+17,forexpro13,  : usdjpy seeking to challenge the 93.85 resistance anew as of february 20  2013 ... ,20/02/2013 03:35:00,0
3.04E+17,FXTraderUpdates,   long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 03:35:00,1
3.04E+17,ForexSignsChina,usdjpy seeking to challenge the 93.85 resistance anew as of february 20  2013 ... ,20/02/2013 03:34:00,0
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 100 articles and reports. visit  ,20/02/2013 03:34:00,-1
3.04E+17,ForexSignsInc,usdjpy seeking to challenge the 93.85 resistance anew as of february 20  2013 ... ,20/02/2013 03:32:00,0
3.04E+17,gatramega,usdjpy bid:93.49 ask:93.52 high:93.80 low:93.34 time:05:29 ,20/02/2013 03:30:00,0
3.04E+17,zuluprofit,usdjpy bearish engulfing hourly chart: resistance: 93.60 strong   93.92 moderate   94.27 minor support: 93.25 mo... ,20/02/2013 03:30:00,-1
3.04E+17,blueskiesatx,  : audjpy ius a sell under 97.00  eurjpy is a sell under 126 12630 and usdjpy is a sell under 94.00,20/02/2013 03:29:00,1
3.04E+17,ForexcomUK2_oce,closed buy $usdjpy 93.34 for  4.0 pips  total for today  4.0 pips,20/02/2013 03:28:00,-1
3.04E+17,4XNewsFeed,usdjpy bearish engulfing hourly chart: resistance: 93.60 strong   93.92 moderate   94.27 minor support: 93.25 mo... ,20/02/2013 03:28:00,-1
3.04E+17,ForexWebHost,usdjpy bearish engulfing hourly chart: resistance: 93.60 strong   93.92 moderate   94.27 minor support: 93.25 mo... ,20/02/2013 03:28:00,-1
3.04E+17,Nouf_wpt,audjpy ius a sell under 97.00  eurjpy is a sell under 126 12630 and usdjpy is a sell under 94.00,20/02/2013 03:26:00,1
3.04E+17,jimimiller3,  : usdjpy  one minute trading plan...  looking for a break of 93.50 or a push up towrds 94.50   feb 19 : ,20/02/2013 03:26:00,0
3.04E+17,blueskiesatx,still short usdjpy. freaked me out a bit when i was driving home from work.,20/02/2013 03:24:00,1
3.04E+17,fxcompanyreview,usdjpy bearish engulfing hourly chart ,20/02/2013 03:23:00,-1
3.04E+17,gatramega,usdjpy bid:93.48 ask:93.51 high:93.80 low:93.34 time:05:19 ,20/02/2013 03:20:00,0
3.04E+17,Tools4FX,usdjpy bearish engulfing hourly chart  via   ,20/02/2013 03:19:00,-1
3.04E+17,forexDailyTA,usdjpy bearish engulfing hourly chart ,20/02/2013 03:18:00,-1
3.04E+17,chrisfkeane,usdjpy  one minute trading plan...  looking for a break of 93.50 or a push up towrds 94.50   feb 19 : ,20/02/2013 03:13:00,0
3.04E+17,forexedgenews,usdjpy bearish engulfing hourly chart ,20/02/2013 03:12:00,-1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 114 articles and reports. visit  ,20/02/2013 03:12:00,-1
3.04E+17,forex1313,  : usdjpy bearish engulfing hourly chart ,20/02/2013 03:09:00,-1
3.04E+17,FXstreetReports,usdjpy bearish engulfing hourly chart ,20/02/2013 03:07:00,-1
3.04E+17,Laboratorist,usdjpy: for the last 6 weeks large specs were increasing their short positions. small specs  and  commercials are in line ,20/02/2013 03:06:00,1
3.04E+17,flopbookinc,$usdjpy seems to have been dragged lower by $nzdjpy liquidation,20/02/2013 03:03:00,0
3.04E+17,runwildsafaris,  :    sho future entry for the double bollinger bands entry is setting up. $usdjpy ,20/02/2013 04:16:00,0
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 110 articles and reports. visit  ,20/02/2013 04:09:00,-1
3.04E+17,FXTraderUpdates,   sho future entry for the three ducks trading system is setting up. $usdjpy ,20/02/2013 04:07:00,0
3.04E+17,Nouf_wpt,sharp minded traders potentially would have noticed earlier the nik 225 made a new high  the usdjpy failed  that is a divergence,20/02/2013 04:07:00,0
3.04E+17,FXTraderUpdates,   sho future entry for the double bollinger bands entry is setting up. $usdjpy ,20/02/2013 04:07:00,0
3.04E+17,TradingCentrals,close sell $usdjpy93.38 for  12 pips  total pips for today  12 pips.,20/02/2013 04:04:00,1
3.04E+17,blueskiesatx,  : sharp minded traders potentially would have noticed earlier the nik 225 made a new high  the usdjpy failed  that is a divergence,20/02/2013 04:31:00,0
3.04E+17,FXTraderUpdates,   sho future entry for the three ducks trading system is setting up. $usdjpy ,20/02/2013 04:21:00,0
3.04E+17,alfismuimui,usdjpy bearish engulfing hourly chart ,20/02/2013 04:20:00,-1
3.04E+17,BUDDIEE18,  : looking at going to another $usdjpy short if it gets some legs again. smaller size bigger stop this time,20/02/2013 05:13:00,-1
3.04E+17,InterestRateArb,looking at going to another $usdjpy short if it gets some legs again. smaller size bigger stop this time,20/02/2013 05:12:00,-1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 61 articles and reports. visit   ,20/02/2013 05:09:00,-1
3.04E+17,FXTraderUpdates,   sho future entry for the three ducks trading system is setting up. $usdjpy ,20/02/2013 05:07:00,0
3.04E+17,FXTraderUpdates,   sho future entry for the double bollinger bands entry is setting up. $usdjpy ,20/02/2013 05:07:00,0
3.04E+17,BortugnoS,closed buy $usdjpy 93.65 for  6.0 pips  total for today  6.0 pips,20/02/2013 05:04:00,-1
3.04E+17,FXTraderUpdates,   long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 04:52:00,1
3.04E+17,FXTraderUpdates,   long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 04:50:00,1
3.04E+17,flopbookinc,that h and s on $usdjpy looks dangerous for bulls,20/02/2013 04:47:00,0
3.04E+17,FXTraderUpdates,   long future entry for the whole number pivot points is setting up. $usdjpy ,20/02/2013 04:36:00,1
3.04E+17,eFXnews,how citi is positioning in $usdjpy in its g10 portfolio    2 new trades ,20/02/2013 04:33:00,0
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 94 articles and reports. visit   ,20/02/2013 04:33:00,-1
3.04E+17,Kimagure_NW,bought 0.05 lots $usdjpy 93.2,20/02/2013 05:32:00,1
3.04E+17,elliottwaves,correlations of  $6j_f  and  nikkei index  $usdjpy  and  $ni225 nki ,20/02/2013 05:32:00,0
3.04E+17,TRADERJFP,closed buy usdjpy 93.442 for  25.5 pips  total for today  25.5 pips,20/02/2013 05:32:00,-1
3.04E+17,spz_trader,$usdjpy    suppt here93.15,20/02/2013 05:32:00,0
3.04E+17,spz_trader,  : japan s abe says that the need for government private fund to buy foreign bonds is declining $usdjpy,20/02/2013 05:29:00,1
3.04E+17,flopbookinc,$usdjpy testing neckline  down to 92.40 50 if it doesn t make it back above.,20/02/2013 05:29:00,0
3.04E+17,blueskiesatx,noice. usdjpy finally broke down out of that triangle wedgie.,20/02/2013 05:27:00,0
3.04E+17,MT4inews,usdjpy trading more than 3sd below 24 hour mean  bollinger band breakout . currently 93.22,20/02/2013 05:26:00,0
3.04E+17,SignalTradersUK,closed buy 0.24 lots usdjpy 93.74 for  40.0 pips  total for today  12.1 pips,20/02/2013 05:25:00,-1
3.04E+17,lucahk,closed buy 0.25 lots usdjpy 93.293 for  3.7 pips  total for today  7.5 pips,20/02/2013 05:25:00,-1
3.04E+17,lucahk,closed buy 0.01 lots usdjpy 93.302 for  3.2 pips  total for today  3.8 pips,20/02/2013 05:25:00,-1
3.04E+17,flopbookinc,$usdjpy on the move again,20/02/2013 05:24:00,0
3.04E+17,moshymosh,  $usdjpy looking slightly bearish today  seems to be forming a lower high for the first time in months,20/02/2013 05:23:00,1
3.04E+17,tinytrade,closed sell usdjpy 93.341 for  5.0 pips  total for today  20.0 pips,20/02/2013 05:22:00,1
3.04E+17,Laboratorist,usdjpu: toc: uptrend   against the trend   getting in. end of usdjpy comments,20/02/2013 05:43:00,1
3.04E+17,gatramega,usdjpy bid:93.20 ask:93.23 high:93.80 low:93.12 time:07:39 ,20/02/2013 05:40:00,0
3.04E+17,ldnfrog,frenchy just opened a buy trade on $usdjpy93.31. see their performance on  .  trading puts your capital at risk ,20/02/2013 05:38:00,-1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 103 articles and reports. visit  ,20/02/2013 05:36:00,-1
3.04E+17,lucahk,closed buy 0.01 lots usdjpy 93.253 for  0.2 pips  total for today  7.3 pips,20/02/2013 05:35:00,-1
3.04E+17,jjpark78_Trader,forexlive poll time   usdjpy: good day everyone  with the yen still the main driving force  ,20/02/2013 06:02:00,0
3.04E+17,Walidto11,forexlive poll time   usdjpy: good day everyone  with the yen still the main driving force  ,20/02/2013 06:02:00,0
3.04E+17,ForexNewsMole,forex: usd jpy prints fresh weekly lows above 93.10 $usdjpy ,20/02/2013 06:02:00,0
3.04E+17,cfdmart,  : yen building on gains after pm abe says need for foreign bond buying fund has lessened. $nzdjpy hardest hit  down 1.1 pct. $usdjpy  0.4pct,20/02/2013 06:02:00,1
3.04E+17,theonefx,  : yen building on gains after pm abe says need for foreign bond buying fund has lessened. $nzdjpy hardest hit  down 1.1 pct. $usdjpy  0.4pct,20/02/2013 06:02:00,1
3.04E+17,DailyFXTeam,yen building on gains after pm abe says need for foreign bond buying fund has lessened. $nzdjpy hardest hit  down 1.1 pct. $usdjpy  0.4pct,20/02/2013 06:02:00,1
3.04E+17,AtlasMarket,forex: usd jpy prints fresh weekly lows above 93.10     $usdjpy,20/02/2013 06:02:00,0
3.04E+17,FXstreetNews, : $usdjpy prints fresh weekly lows above 93.10 ,20/02/2013 05:54:00,0
3.04E+17,gatramega,usdjpy bid:93.23 ask:93.26 high:93.80 low:93.12 time:07:49 ,20/02/2013 05:50:00,0
3.04E+17,farxyun123,forexlive poll time   usdjpy: good day everyone  with the yen still the main driving force how about a poll on u... ,20/02/2013 06:17:00,0
3.04E+17,melgarciaph,$usdjpy   yen climbs to 5 day highs against u.s.  canadian dollars and euro ,20/02/2013 06:16:00,0
3.04E+17,forextralead,  forexlive poll time   usdjpy: good day everyone  with the yen still the main dri... ,20/02/2013 06:16:00,0
3.04E+17,FXstreetReports,usdjpy bearish engulfing 4 hour chart ,20/02/2013 06:14:00,-1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bearish based on analysis of 107 articles and reports. visit  ,20/02/2013 06:09:00,-1
3.04E+17,KedaiTrader,yen building on gains after pm abe says need for foreign bond buying fund has lessened. $nzdjpy hardest hit  down 1.1 pct. $usdjpy  0.4pct,20/02/2013 06:09:00,1
3.04E+17,HedgeHouseKwt,  : recent activity in $usdjpy has resulted in a surge in our $cme nikkei futures trading  a 50  increase yoy   $nkd_f,20/02/2013 06:07:00,0
3.04E+17,Jaguarsoenardi,  : $usdjpy    suppt here93.15,20/02/2013 06:06:00,0
3.04E+17,PharaohFx,  : yen building on gains after pm abe says need for foreign bond buying fund has lessened. $nzdjpy hardest hit  down 1.1 pct. $usdjpy  0.4pct,20/02/2013 06:05:00,1
3.04E+17,TradingCentrals,close sell $usdjpy93.21 with a profit of 20 pips total profit for today is   32 pips.,20/02/2013 06:05:00,1
3.04E+17,marketletters,$usdjpy heading to bottom of recent range ,20/02/2013 06:44:00,0
3.04E+17,BlackCentaurFX,fxstreetreports: $usdjpy: buy at 93.03 for94.99 objective  stop 92.15 ,20/02/2013 06:38:00,0
3.04E+17,GreenWhaleA,$usdjpy weakish extension on the downside possible   s t outlook turned bearish for a test of 93 20 00... ,20/02/2013 06:35:00,-1
3.04E+17,Masa015,closed sell 0.1 lots $usdjpy 93.47 for  21.0 pips  total for today  244.0 pips,20/02/2013 06:35:00,1
3.04E+17,Masa015,closed sell 0.1 lots $usdjpy 93.44 for  17.0 pips  total for today  223.0 pips,20/02/2013 06:35:00,1
3.04E+17,FXTraderUpdates,   $usdjpy sentiment bullish based on analysis of 129 articles and reports. visit  ,20/02/2013 06:35:00,1
3.04E+17,forexDailyTA,usdjpy bearish engulfing 4 hour chart ,20/02/2013 06:35:00,-1
3.04E+17,forex1313,  : usdjpy bearish engulfing 4 hour chart: usdjpy bearish engulfing 4 hour chart resistance: 93.25 moderate 93.60 st... ,20/02/2013 06:33:00,-1
3.04E+17,4XNewsFeed,usdjpy bearish engulfing 4 hour chart: usdjpy bearish engulfing 4 hour chart resistance: 93.25 moderate 93.60 st... ,20/02/2013 06:32:00,-1
3.04E+17,forexedgenews,usdjpy bearish engulfing 4 hour chart ,20/02/2013 06:25:00,-1
3.04E+17,KevinBistre,$usdjpy the macd tells the truth. but nooo  i had to listen to the liar stoch. stopped out  .17.,20/02/2013 06:24:00,0
3.04E+17,FXstreetReports,$usdjpy: buy at 93.03 for94.99 objective  stop 92.15 ,20/02/2013 06:22:00,0
3.04E+17,MakeFxMoney,closed buy limit $usdjpy 92.85 for 0.0 pips  total for today  45.6 pips,20/02/2013 06:22:00,-1
