"",0
"bit fishy moves",1
"don t single",1
"eurusd longs don",1
"fishy moves great",1
"longs don t",1
"moves great month",1
"single bit fishy",1
"t single bit",1
"eurusd prepering squezzeee",1
"eurusd kicking sur",1
"expecting eurusd kicking",1
"absolutely hate price",1
"eurusd long terrible",1
"hate price crawls",1
"long terrible absolutely",1
"price crawls pop",1
"switched eurusd long",1
"terrible absolutely hate",1
"ago hit tp",1
"angelpips eurusd nice",1
"bull waiting long",1
"nice run bull",1
"run bull waiting",1
"time ago hit",1
"waiting long time",1
"eurusd rude embarrass",1
"gray eurusd rude",1
"eurusd forecast good",1
"wingou eurusd forecast",1
"bottom set eurusd",1
"set eurusd highs",1
"ascending wedge confirm",1
"await break ascending",1
"break ascending wedge",1
"eurusd await break",1
"wedge confirm trad",1
"eurusd stoploss breakeven",1
"bottom resistance zone",1
"eurusd testing bottom",1
"testing bottom resistance",1
"pips worth risk",1
"stopped pips worth",1
"eurusd attention prepering",1
"downtrend resume spy",1
"eurusd hopium finishes",1
"finishes downtrend resume",1
"hopium finishes downtrend",1
"eurusdforecast high fo",1
"back quickly loss",1
"eurusd long gain",1
"gain pips nice",1
"nice pips back",1
"pips back quickly",1
"pips nice pips",1
"quickly loss yesterday",1
"indecisive yesterday formed",1
"yesterday formed doji",1
"complete pips eurusd",1
"long week complete",1
"sl yesterday long",1
"week complete pips",1
"yesterday long week",1
"avoid short eurusd",1
"bands eyes sh",1
"barely inside tma",1
"eurusd level barely",1
"eyes sh long",1
"inside tma bands",1
"level barely inside",1
"tma bands eyes",1
"eurusd super symmetry",1
"super symmetry continues",1
"btw hidden bullish",1
"bullish divergence min",1
"divergence min min",1
"eurusd btw hidden",1
"min min op",1
"eurusd haunt d",1
"one eurusd haunt",1
"cheg eurusd possibility",1
"eurusd possibility price",1
"possibility price ne",1
"breakthrough ganna cool",1
"cool past h",1
"don t ganna",1
"ganna breakthrough ganna",1
"ganna cool past",1
"past h sur",1
"t ganna breakthrough",1
"entry short plummet",1
"eurusd gonna spike",1
"gonna spike pips",1
"gv entry short",1
"ll ready making",1
"making daily vid",1
"pips gv entry",1
"plummet ll ready",1
"ready making daily",1
"short plummet ll",1
"spike pips gv",1
"continue eurusd https",1
"cs lkc cha",1
"decline continue eurusd",1
"e cs lkc",1
"expect decline continue",1
"https t e",1
"intraday pullback selling",1
"momentum strong expect",1
"pullback selling momentum",1
"selling momentum strong",1
"strong expect decline",1
"t e cs",1
"eurusd hold key",1
"flip zone eurusd",1
"zone eurusd hold",1
"wedge correction fan",1
"eurusd euro dollars",1
"back region eurusd",1
"usd back region",1
"fx eurusd thing",1
"buttons algos start",1
"eurusd traders press",1
"press buttons algos",1
"stevewalker eurusd traders",1
"traders press buttons",1
"analysis important resistance",1
"earlier analysis important",1
"eurusd earlier analysis",1
"eurusd eurusd earlier",1
"level tested st",1
"fxstreetreports eurusd rising",1
"ahh days winning",1
"audnzd long losing",1
"days winning audnzd",1
"didn t hedg",1
"eurusd long didn",1
"long didn t",1
"long losing eurusd",1
"losing eurusd long",1
"winning audnzd long",1
"date lose job",1
"dec vote date",1
"honours pledge dec",1
"japan pm honours",1
"lose job eurusd",1
"pledge dec vote",1
"pm honours pledge",1
"vote date lose",1
"back eu rehn",1
"eu rehn potential",1
"eurusd flying back",1
"flying back eu",1
"potential speech weak",1
"rehn potential speech",1
"speech weak ppi",1
"weak ppi data",1
"climb start give",1
"eurusd climb start",1
"start give entry",1
"morning notes mind",1
"notes mind eurusd",1
"es f spike",1
"eurusd related news",1
"f spike eurusd",1
"news europe sur",1
"related news europe",1
"spike eurusd related",1
"algobot trashes nice",1
"eurusd algobot trashes",1
"eu rehn make",1
"hit wires eu",1
"make statement spain",1
"move hit wires",1
"quick move hit",1
"rehn make statement",1
"statement spain brussel",1
"wires eu rehn",1
"blog diary beginning",1
"diary beginning eurusd",1
"follow blog diary",1
"start don t",1
"t follow blog",1
"eurusd long stpt",1
"long stpt market",1
"algobot blows premarket",1
"blows premarket fuse",1
"eurusd algobot blows",1
"premarket fuse schedul",1
"target filled eurusd",1
"eur weakness markets",1
"exert pressure eurusd",1
"markets exert pressure",1
"weakness markets exert",1
"charts eurusd handy",1
"coming gmt standby",1
"gmt standby charts",1
"hearing news spain",1
"mike hearing news",1
"news spain coming",1
"spain coming gmt",1
"standby charts eurusd",1
"drop sandy effect",1
"retail sales drop",1
"sales drop sandy",1
"sandy effect eurusd",1
"eurusd paid audusd",1
"paid audusd entry",1
"video eurusd paid",1
"leave eurusd break",1
"bear flag plays",1
"entry hr bear",1
"eurusd seeking entry",1
"hr bear flag",1
"seeking entry hr",1
"breach sma support",1
"eurusd breach sma",1
"level formidable force",1
"sma support level",1
"support level formidable",1
"broke hour retested",1
"eurusd broke hour",1
"hour retested red",1
"red areas targets",1
"retested red areas",1
"k eurusd wel",1
"long short form",1
"ords rest eurusd",1
"short form targets",1
"defined channel test",1
"eurusd m staying",1
"m staying defined",1
"staying defined channel",1
"audusd short pips",1
"breakeven stops euraud",1
"euraud long pips",1
"short breakeven stops",1
"stops euraud long",1
"held resistance eurusd",1
"pivot held resistance",1
"week pivot held",1
"anymore time add",1
"eurusd rite wont",1
"rite wont anymore",1
"vs eurusd rite",1
"wont anymore time",1
"broker give lot",1
"eurusd broker give",1
"give lot euro",1
"lot euro pip",1
"stevewalker eurusd broker",1
"europe u fiscal",1
"fiscal progress eurusd",1
"global markets investors",1
"investors wait europe",1
"markets investors wait",1
"u fiscal progress",1
"wait europe u",1
"astro natural law",1
"law forecast eurusd",1
"natural law forecast",1
"eurusd yeah higher",1
"higher set leg",1
"leg short ab",1
"set leg short",1
"yeah higher set",1
"daystepper eurusd yesterday",1
"eurusd yesterday long",1
"bernanke devaluates usd",1
"critcising europe making",1
"devaluates usd wrong",1
"europe making eurusd",1
"eurusd higher bernanke",1
"higher bernanke devaluates",1
"making eurusd higher",1
"mocking critcising europe",1
"usd wrong economy",1
"audusd nzdusd ibc",1
"comments eurusd usdx",1
"nzdusd ibc mac",1
"updated comments eurusd",1
"usdx gbpusd audusd",1
"buy eurusd personally",1
"euraud move stop",1
"eurusd personally move",1
"gbpusd live buy",1
"live buy eurusd",1
"move stop gbpusd",1
"move stop tight",1
"personally move stop",1
"stop gbpusd live",1
"stop tight market",1
"stopped euraud move",1
"madam strategy eurusd",1
"strategy eurusd trad",1
"bottomless pit pips",1
"called bottomless pit",1
"pit pips eurusd",1
"eurusd good gbpusd",1
"fucking nerves session",1
"gbpusd fucking nerves",1
"good gbpusd fucking",1
"nerves session thou",1
"pretty time part",1
"session thou t",1
"t pretty time",1
"thou t pretty",1
"time part fun",1
"bove buying eurusd",1
"dick bove buying",1
"don t love",1
"eurusd higher lol",1
"germany imf ready",1
"imf ready quit",1
"love rational market",1
"market rumors germany",1
"program eurusd higher",1
"quit program eurusd",1
"rational market rumors",1
"ready quit program",1
"rumors germany imf",1
"t love rational",1
"am est talk",1
"currency discussion room",1
"discussion room am",1
"est talk ideas",1
"join currency discussion",1
"room am am",1
"talk ideas eurusd",1
"currency helping usdjpi",1
"eurjpy funny zombie",1
"eurusd propped weak",1
"funny zombie currency",1
"propped weak yen",1
"weak yen eurjpy",1
"yen eurjpy funny",1
"zombie currency helping",1
"audusd break eurjpy",1
"break eurjpy tested",1
"eurjpy tested sma",1
"eurusd holding gbpusd",1
"gbpusd sma daily",1
"holding gbpusd sma",1
"hr eurusd holding",1
"sma hr eurusd",1
"tested sma hr",1
"average resistance areas",1
"buy daily problem",1
"clear buy daily",1
"daily problem faces",1
"faces moving average",1
"issued clear buy",1
"problem faces moving",1
"eurusd ty healing",1
"ty healing wasting",1
"linusjob eurusd thumbsup",1
"entry good patient",1
"good entry good",1
"good patient thumbsup",1
"days options expiration",1
"eurusd trend begins",1
"expiration week month",1
"market days options",1
"month opex eurusd",1
"opex eurusd trend",1
"options expiration week",1
"week month opex",1
"audusd dji xauusd",1
"beginning crazy shortmania",1
"dji xauusd beginning",1
"eurusd audusd dji",1
"xauusd beginning crazy",1
"eurusd maintain bearish",1
"forming eurusd maintain",1
"maintain bearish bias",1
"fxstreetreports eurusd struggling",1
"eurusd long moved",1
"buy order correction",1
"order correction euraud",1
"action election iran",1
"election iran cl",1
"iran cl f",1
"israel planning lot",1
"lot action election",1
"planning lot action",1
"eurusd sry explanation",1
"explanation ment candle",1
"one eurusd sry",1
"sry explanation ment",1
"eurusd prepare amove",1
"stevewalker eurusd prepare",1
"almo eurusd long",1
"here tp xx",1
"long here tp",1
"tp xx won",1
"xx won t",1
"elliott wave forecast",1
"wave forecast november",1
"audusd obvious setup",1
"days movement audusd",1
"move eurusd neutral",1
"movement audusd obvious",1
"obvious setup preparing",1
"preparing violent move",1
"setup preparing violent",1
"violent move eurusd",1
"algos t difference",1
"disruption threat algos",1
"oil rallying risk",1
"rallying risk supply",1
"risk supply disruption",1
"supply disruption threat",1
"t difference eurusd",1
"threat algos t",1
"time oil rallying",1
"algos israel hamas",1
"algos pushing eurusd",1
"driving oil higher",1
"guys recalibrate algos",1
"hamas news driving",1
"higher algos pushing",1
"israel hamas news",1
"news driving oil",1
"oil higher algos",1
"recalibrate algos israel",1
"britain stuck high",1
"high inflation meagre",1
"inflation meagre growth",1
"meagre growth eurusd",1
"stuck high inflation",1
"wrapup britain stuck",1
"eurusd expected price",1
"expected price move",1
"audusd stops limit",1
"buying audusd stops",1
"eurusd gold lockin",1
"gold lockin profit",1
"limit weekly rally",1
"rally eurusd gold",1
"stops limit weekly",1
"weekly rally eurusd",1
"calendar fomc meeting",1
"economic calendar fomc",1
"eurusd pips lows",1
"fomc meeting pm",1
"london session economic",1
"lows london session",1
"pips lows london",1
"session economic calendar",1
"eur usd sidelined",1
"usd sidelined fomc",1
"eurusd ended profit",1
"morning pip winner",1
"pip winner eurusd",1
"winner eurusd ended",1
"buy sell adv",1
"eurusd positons buy",1
"positons buy sell",1
"view eurusd positons",1
"euro strong market",1
"market rally spy",1
"rally spy eurusd",1
"strong market rally",1
"eurusd risks don",1
"forget follow r",1
"risks don t",1
"session eurusd risks",1
"t forget follow",1
"action eurusd risksaction",1
"eurusd risksaction forexeurusd",1
"risks action eurusd",1
"risksaction forexeurusd prot",1
"audusd sell close",1
"hit sl audusd",1
"sell close target",1
"sl audusd sell",1
"announced spain deficit",1
"deficit reductions fall",1
"fall short required",1
"measures announced spain",1
"reductions fall short",1
"required eurusd high",1
"short required eurusd",1
"spain deficit reductions",1
"algos read important",1
"bailout year run",1
"important bailout year",1
"read important bailout",1
"year run eurusd",1
"elliott wave indicator",1
"wave indicator november",1
"decline half hour",1
"equity decline half",1
"half hour audusd",1
"hasn t moved",1
"hour audusd lod",1
"moved equity decline",1
"t moved equity",1
"bailout doin fine",1
"doin fine eurusd",1
"rehn speak bailout",1
"speak bailout doin",1
"translation rehn speak",1
"eurusd lows eith",1
"supported key resistance",1
"bouncing sma resist",1
"eurusd min bouncing",1
"min bouncing sma",1
"sma resist break",1
"audusd clears eurusd",1
"clears eurusd tests",1
"euraud audusd clears",1
"long euraud audusd",1
"safer long euraud",1
"wouldn t risk",1
"climbing highest wee",1
"eurusd support bearish",1
"short stop hod",1
"stop hod target",1
"eurusd im watching",1
"im watching oil",1
"nice plays top",1
"oil nice plays",1
"watching oil nice",1
"eurusd rofl hold",1
"xandi eurusd rofl",1
"drops early japan",1
"early japan election",1
"euro rises yen",1
"japan election eurusd",1
"rises yen drops",1
"yen drops early",1
"cheering eurusd drop",1
"cheering wrong news",1
"news cheering eurusd",1
"wrong news cheering",1
"eurusd fit pitchfork",1
"fit pitchfork nails",1
"nails current resistance",1
"pitchfork nails current",1
"eurusd chopfest staying",1
"closed eurusd firmly",1
"ema hr ema",1
"eurusd firmly lodged",1
"firmly lodged hr",1
"gbpusd slipping pivot",1
"hr ema hr",1
"lodged hr ema",1
"pivot gbpusd slipping",1
"slipping pivot fibo",1
"week pivot gbpusd",1
"video eurusd beleli",1
"short taps fing",1
"waiting short taps",1
"eurusd trades stopped",1
"pips runs happiness",1
"shiko eurusd trades",1
"stopped pips runs",1
"trades stopped pips",1
"errrrr isn t",1
"eurusd errrrr isn",1
"h shiiiity longs",1
"isn t tripple",1
"keradk eurusd errrrr",1
"t tripple top",1
"top h shiiiity",1
"tripple top h",1
"back give chance",1
"chance add longs",1
"eurusd ucad pulling",1
"give chance add",1
"killerwhale eurusd ucad",1
"pulling back give",1
"ucad pulling back",1
"assets negative bis",1
"bis defending wink",1
"defending wink wink",1
"euro outperforming risk",1
"negative bis defending",1
"outperforming risk assets",1
"risk assets negative",1
"wink wink eurusd",1
"don t spoken",1
"eurusd rehn paving",1
"paving spanish request",1
"rehn paving spanish",1
"request don t",1
"spanish request don",1
"complete corrective count",1
"corrective count allowed",1
"eurusd h complete",1
"h complete corrective",1
"hour eurusd retest",1
"min hour eurusd",1
"resist rd time",1
"sma resist rd",1
"crosses reverse long",1
"eurusd expect quick",1
"expect quick reversal",1
"long euro lead",1
"quick reversal usd",1
"reversal usd crosses",1
"reverse long euro",1
"usd crosses reverse",1
"atm eurusd promising",1
"eurusd promising usdchf",1
"morning atm eurusd",1
"promising usdchf eurgbp",1
"usdchf eurgbp audnzd",1
"eurusd markets july",1
"holding fumes gld",1
"imminent holding fumes",1
"july lows sell",1
"lows sell imminent",1
"markets july lows",1
"sell imminent holding",1
"usdcad eurusd markets",1
"basel starbucks closes",1
"closes imminent eurusd",1
"imminent eurusd weak",1
"starbucks closes imminent",1
"one eurusd feel",1
"eurusd hit u",1
"hit u pair",1
"u pair highest",1
"fall fiscal cliff",1
"stocks fall fiscal",1
"armchair investors starting",1
"euro armchair investors",1
"investors starting sell",1
"main stream media",1
"media starting report",1
"report euro armchair",1
"sell short squeeze",1
"starting report euro",1
"starting sell short",1
"stream media starting",1
"correcting watch resistance",1
"eurusd correcting watch",1
"watch resistance seb",1
"ndx xjy eurusd",1
"reversal setups yen",1
"setups yen ndx",1
"yen ndx xjy",1
"call show eurusd",1
"fx call show",1
"equities eurusd decoupling",1
"eurusd mok fb",1
"fb telling h",1
"mok fb telling",1
"telling h h",1
"bias h ct",1
"eurusd bias h",1
"stevewalker eurusd bias",1
"euro firming technically",1
"firming technically index",1
"index remains strong",1
"long shadows eurusd",1
"remains strong long",1
"shadows eurusd candlestick",1
"strong long shadows",1
"technically index remains",1
"archive webinar bout",1
"bout sound issue",1
"issue mins eurusd",1
"sound issue mins",1
"webinar bout sound",1
"eurusd put position",1
"exact expiry november",1
"expiry november defense",1
"large eurusd put",1
"position exact expiry",1
"put position exact",1
"add lots targeting",1
"breaks add lots",1
"eu breaks add",1
"eurusd rang buy",1
"high eu breaks",1
"lots targeting pric",1
"rang buy low",1
"sell high eu",1
"action engulfing bar",1
"bar eurusd nov",1
"bar pin bar",1
"engulfing bar pin",1
"price action engulfing",1
"efficient tool equivalent",1
"equivalent euo eurusd",1
"tool equivalent euo",1
"coroa ticket buy",1
"eurusd h nz",1
"guess preparing break",1
"h nz valid",1
"nz valid guess",1
"preparing break cle",1
"valid guess preparing",1
"disegnosys eurusd nice",1
"eurusd nice quote",1
"nice quote thumbsup",1
"bank canada cote",1
"canada cote monetary",1
"cote monetary remains",1
"monetary remains stimulative",1
"remains stimulative eurusd",1
"short tp tp",1
"tp tp audusd",1
"bearish daily conflicting",1
"conflicting usd daily",1
"daily conflicting usd",1
"daily retrace eurusd",1
"retrace eurusd rally",1
"usd daily retrace",1
"eurusd low providing",1
"low providing resistance",1
"providing resistance don",1
"resistance don t",1
"t trust shorting",1
"trust shorting low",1
"deep retrace final",1
"eurusd deep retrace",1
"final bounce imho",1
"magicgate eurusd deep",1
"retrace final bounce",1
"eurusd means triple",1
"means triple top",1
"wolve eurusd means",1
"eurusd testing high",1
"divergence forming eurusd",1
"eurusd nearing session",1
"nearing session high",1
"eurusd love troika",1
"love troika projections",1
"projections greece happened",1
"troika projections greece",1
"eurusd whic break",1
"ignoring eurusd whic",1
"interesting mr market",1
"market totally ignoring",1
"mr market totally",1
"totally ignoring eurusd",1
"whic break min",1
"edgy eurusd https",1
"https t sg",1
"t sg wetwj",1
"confluence support rectangles",1
"diagonal https t",1
"green diagonal https",1
"https t ubpgyxdl",1
"line retested support",1
"rectangles previous trend",1
"retested support green",1
"support green diagonal",1
"support rectangles previous",1
"trend line retested",1
"bingo eurusd closed",1
"closed pips expect",1
"expect reversal zone",1
"pips expect reversal",1
"bottom line deal",1
"deal january eurusd",1
"deal year small",1
"january eurusd usdjpi",1
"line deal year",1
"small deal january",1
"year small deal",1
"aussie kiwi drop",1
"drop eurusd usdjpi",1
"euro leads modestly",1
"kiwi drop eurusd",1
"leads modestly aussie",1
"modestly aussie kiwi",1
"bis back job",1
"candle eurusd bis",1
"close red candle",1
"eurusd bis back",1
"phew close red",1
"eurusd mod overvalued",1
"min short pips",1
"mod overvalued resistance",1
"overvalued resistance min",1
"pips profit waiting",1
"profit waiting retest",1
"resistance min short",1
"retest trendline exit",1
"waiting retest trendline",1
"earlier raising stops",1
"noted earlier raising",1
"qe remotely surprising",1
"remotely surprising eurusd",1
"akedemik eurusd kind",1
"eurusd kind things",1
"kind things record",1
"record jot somethings",1
"things record jot",1
"anveshs eurusd hey",1
"eurusd hey guys",1
"fomc meeting long",1
"guys idea fomc",1
"hey guys idea",1
"idea fomc meeting",1
"long euro positio",1
"meeting long euro",1
"audusd risk currencies",1
"currencies rising minut",1
"eurusd audusd risk",1
"risk currencies rising",1
"coverd shorts loss",1
"eurusd longs coverd",1
"longs coverd shorts",1
"loss yesterday raising",1
"raising stops longs",1
"shorts loss yesterday",1
"stops longs stops",1
"yesterday raising stops",1
"eurusd rally bearish",1
"nasty dislocation eurusd",1
"rally bearish spy",1
"convinced touches falling",1
"eurusd long talking",1
"long talking yesterday",1
"talking yesterday convinced",1
"yesterday convinced touches",1
"fxstreetnews eurusd orbting",1
"fade eurusd short",1
"nailed news spiked",1
"news spiked fade",1
"spiked fade eurusd",1
"mirror mirror ugly",1
"mirror ugly eurusd",1
"eurusd hour sma",1
"favored qe eurusd",1
"fed number members",1
"hour sma ev",1
"members favored qe",1
"number members favored",1
"qe eurusd hour",1
"slightly weaker fed",1
"usd slightly weaker",1
"weaker fed number",1
"divergence forming mq",1
"eurusd fomc significantly",1
"forming mq momentum",1
"momentum mq trend",1
"mq momentum mq",1
"mq trend index",1
"overvalued bearish divergence",1
"shorted eurusd fomc",1
"significantly overvalued bearish",1
"eurusd nuts range",1
"ll speak eurusd",1
"nuts range momentum",1
"speak eurusd nuts",1
"eurusd qe priced",1
"priced wasn t",1
"qe priced wasn",1
"wasn t deb",1
"eurusd fix crazy",1
"fix crazy fx",1
"spy eurusd fix",1
"yep eurusd r",1
"fridays high reference",1
"high reference eurusd",1
"eurusd spiked release",1
"release indicating room",1
"spiked release indicating",1
"xag eurusd spiked",1
"xau xag eurusd",1
"eurusd spikes hod",1
"spikes hod minut",1
"fomc qe friendly",1
"friendly eurusd nuts",1
"qe friendly eurusd",1
"anytime audusd aims",1
"bearish book anytime",1
"book anytime audusd",1
"eurusd bearish book",1
"spike eurusd bearish",1
"ez limit stop",1
"limit stop target",1
"notice limit order",1
"portfolios notice limit",1
"short ez limit",1
"swing portfolios notice",1
"finding resistance hr",1
"hr rsi pointing",1
"pointing upwards probable",1
"probable move occur",1
"resistance hr rsi",1
"rsi pointing upwards",1
"upwards probable move",1
"analysis euro relief",1
"appears finding tr",1
"eurusd appears finding",1
"fizzle fomc focus",1
"focus eurusd appears",1
"fomc focus eurusd",1
"rally fizzle fomc",1
"relief rally fizzle",1
"bank canada household",1
"biggest risk eurusd",1
"canada household debt",1
"debt biggest risk",1
"household debt biggest",1
"eurusd short fomc",1
"overvalued moved stop",1
"short fomc significantly",1
"significantly overvalued moved",1
"daily h pattern",1
"pattern spy es",1
"portfolios market order",1
"swing portfolios market",1
"eurusd numbers worked",1
"big move shadows",1
"candles shows move",1
"cjf eurusd don",1
"don t big",1
"move shadows candles",1
"shadows candles shows",1
"t big move",1
"eurusd wow didnt",1
"jah eurusd wow",1
"wow didnt trolls",1
"pips audusd long",1
"candle min change",1
"eurusd overvalued reversal",1
"min change direction",1
"overvalued reversal candle",1
"reversal candle min",1
"aid week handelsblatt",1
"eu won t",1
"final decision greece",1
"greece aid week",1
"handelsblatt samaras idiot",1
"samaras idiot eurusd",1
"t final decision",1
"week handelsblatt samaras",1
"won t final",1
"eurusd peaked pm",1
"gmt high low",1
"high low x",1
"peaked pm gmt",1
"pm gmt high",1
"break stop eurusd",1
"eurusd retesting trend",1
"retesting trend line",1
"stop eurusd retesting",1
"trend line min",1
"bar work taking",1
"eurusd stop top",1
"pin bar work",1
"stop top wick",1
"work taking short",1
"audusd eurjpy orders",1
"eurjpy orders coming",1
"eurusd order chat",1
"order chat log",1
"cool hours sur",1
"eurusd kick cool",1
"expecting eurusd kick",1
"kick cool hours",1
"eufn fxe eurusd",1
"ewi ewq eufn",1
"ewq eufn fxe",1
"france germany report",1
"gdp tomorrow ewg",1
"germany report quarter",1
"italy france germany",1
"nb italy france",1
"quarter gdp tomorrow",1
"report quarter gdp",1
"tomorrow ewg ewi",1
"good lowering stops",1
"h doesn t",1
"lowering stops back",1
"t good lowering",1
"eurusd negative headlines",1
"greek aid tap",1
"headlines greek aid",1
"negative headlines greek",1
"watch eurusd negative",1
"believes fool believes",1
"believes hostage eurusd",1
"doesn t learn",1
"fool believes fool",1
"fool believes hostage",1
"learn fool believes",1
"samaras doesn t",1
"t learn fool",1
"bearish upperhand spy",1
"upperhand spy es",1
"equity traders suck",1
"eurusd news qe",1
"news qe thought",1
"qe thought equity",1
"suck major time",1
"thought equity traders",1
"traders suck major",1
"higher reaching upwards",1
"moved higher reaching",1
"reaching upwards target",1
"target main count",1
"upwards target main",1
"bearish channel daily",1
"channel daily expect",1
"daily expect support",1
"eurusd watching tight",1
"tight bearish channel",1
"watching tight bearish",1
"candle h e",1
"closed shooting star",1
"e u hasnt",1
"h e u",1
"hasnt closed shooting",1
"make previuos candle",1
"previuos candle h",1
"shooting star h",1
"star h eurusd",1
"u hasnt closed",1
"u make previuos",1
"assumption handout pop",1
"eurusd nominal assumption",1
"handout pop retarded",1
"nominal assumption handout",1
"pop retarded works",1
"retarded works great",1
"works great traders",1
"decide eurusd higher",1
"eu decide eurusd",1
"imf quit program",1
"program eu decide",1
"quit program eu",1
"fxstreetnews eurusd spiked",1
"stocks slip fiscal",1
"blue chips season",1
"chips season sector",1
"eurusd news blue",1
"news blue chips",1
"lol eurusd broadly",1
"almo eurusd patience",1
"days long w",1
"eurusd patience scalping",1
"patience scalping types",1
"scalping types days",1
"types days long",1
"bar fractalus open",1
"eurusd h bar",1
"fractalus open gmt",1
"h bar fractalus",1
"eurusd position great",1
"position great gain",1
"favor eurusd bullish",1
"fomc news favor",1
"news favor eurusd",1
"news fomc news",1
"pips news fomc",1
"eyes mr lovely",1
"free eyes mr",1
"mr lovely call",1
"lol explains eurusd",1
"yep lol explains",1
"calls audusd eurusd",1
"gym time holding",1
"holding msft calls",1
"msft calls audusd",1
"time holding msft",1
"post eurusd risks",1
"inside setup observations",1
"observations opening range",1
"opening range implications",1
"range implications bear",1
"setup observations opening",1
"close markets holding",1
"eurusd breaking trend",1
"line close markets",1
"markets holding short",1
"trend line close",1
"free em rid",1
"short free em",1
"eurjpy setting nicely",1
"eurusd eurjpy setting",1
"european flash gdp",1
"fade eurusd rallies",1
"flash gdp data",1
"gdp data bnz",1
"positive surprise european",1
"rallies positive surprise",1
"surprise european flash",1
"combined audusd eurusd",1
"es f snapped",1
"f snapped pips",1
"lvls es f",1
"pips combined audusd",1
"snapped pips combined",1
"usdjpy trades sunday",1
"eurusd looots rooom",1
"good positioner atm",1
"looots rooom sides",1
"positioner atm dow",1
"rooom sides good",1
"sides good positioner",1
"vs eurusd looots",1
"audusd eurusd puke",1
"eurusd puke eod",1
"hearing intraday players",1
"intraday players long",1
"players long audusd",1
"bond bull tlt",1
"bull tlt ty",1
"long support bond",1
"support bond bull",1
"tlt ty f",1
"ty f intact",1
"account booking short",1
"ben didn t",1
"big ben didn",1
"booking short eurusd",1
"didn t hurt",1
"hurt account booking",1
"t hurt account",1
"time big ben",1
"bad mammal robot",1
"eurusd bad mammal",1
"mammal robot hybrid",1
"robot hybrid eh",1
"daily eurusd trend",1
"eurusd trend cycles",1
"benefit cliff disaster",1
"cliff disaster deal",1
"deal moments spy",1
"disaster deal moments",1
"moments spy eurusd",1
"washington benefit cliff",1
"euro rises spain",1
"greece hope yen",1
"hope yen tumbles",1
"rises spain greece",1
"spain greece hope",1
"yen tumbles eurusd",1
"back tight narrow",1
"eurusd pair spiked",1
"fallen back tight",1
"higher obama fallen",1
"narrow range break",1
"obama fallen back",1
"pair spiked higher",1
"spiked higher obama",1
"tight narrow range",1
"big eurusd usd",1
"es f strange",1
