2.73E+17,forex_fx_,  : closed sell $gbpusd 1.59413 for  0.5 pips  total for today  0.5 pips,25/11/2012 12:43,1
2.96E+17,WahKiatGoh,closed sell $gbpusd 1.57306 for  3.6 pips  total for today  117.1 pips,29/01/2013 16:42,1
2.93E+17,MigdaliaDunn,closed sell 0.1 lots gbpusd 1.5731 for  31.0 pips  total for today  71.0 pips,19/01/2013 18:05,1
2.9915E+17,FXTraderUpdates,   $gbpusd sentiment bullish based on analysis of 210 articles and reports. visit  ,06/02/2013 13:36,1
2.87E+17,pinosenu,daily weekly: eurusd bearish bullish  usdjpy bullish bullish  eurjpy bullish bullish  audusd bullish bullish and gbpusd bearish bullish.,05/01/2013 09:02,0
2.94E+17,GamblerKohana,closed sell 0.05 lots gbpusd 1.58373 for  10.0 pips  total for today  185.2 pips edge2,23/01/2013 15:36,1
2.75E+17,forex_fx_,  : $89.00 dollar next $usdx $dxy $usdjpy $eurusd $gbpusd $usdzar $usdcad dec 3rd giza planetary alignment  ,30/11/2012 20:00,0
2.70E+17,forex_fx_,  : gbpusd possible support around 1.5915,19/11/2012 05:13,-1
2.76E+17,MW_forextrading,the brief harmonic daily forecaster   gbpusd ,04/12/2012 01:45,0
2.80E+17,benefactorv,closed sell 1.0 lots gbpusd 1.5507 for  19.0 pips  total for today  309.0 pips,15/12/2012 08:13,1
3.00781E+17,FXTraderUpdates,   $gbpusd sentiment bullish based on analysis of 67 articles and reports. visit   ,11/02/2013 01:39,1
2.98867E+17,q_jol,  $gbpusd there is no fundamental reason behind the move today  ,05/02/2013 18:53,0
2.96746E+17,FOREXcom,$gbpusd sees trendline resistance  drawn from the jan. high  as well as the 200 hour sma around 1.5800 05  ct,30/01/2013 22:25,0
2.96997E+17,traderlife,closed sell 0.02 lots $gbpusd 1.57948 for  10.3 pips  total for today  71.1 pips,31/01/2013 15:02,1
2.71E+17,actecapital,ill b back replies to: cable update  gbpusd : i m still favoring 62xx area  but will go with the flow. ...  $$,21/11/2012 20:44,0
3.01862E+17,aklainsta,closed sell gbpusd 1.5538 for  7.0 pips  total for today  19.0 pips,14/02/2013 01:16,1
2.72E+17,Hindmost_Fr,closed buy gbpusd 1.59523 for  9.5 pips  total for today  34.8 pips,23/11/2012 08:51,-1
2.92E+17,FXstreetNews, : $gbpusd strengthens on london opening ,17/01/2013 09:01,1
2.79E+17,forexfox73,closed sell    based on the h4 chart gbpusd 1.61158 for  37.7 pips  total for today  34.3 pips traders,13/12/2012 13:31,1
2.91E+17,QuaySolutions,closed sell 0.05 lots gbpusd 1.60691 for  52.1 pips  total for today  68.2 pips,16/01/2013 08:24,1
2.77E+17,FXTraderUpdates,   long future entry for the elder triple screen trading system is setting up. $gbpusd ,06/12/2012 02:50,1
2.71E+17,SymbiosisFXFB2,$gbpusd long entry for active hours breakout setting up. this is your early warnin. you can see a chart here: ,21/11/2012 13:51,1
2.78E+17,actecapital,nahman replies to: cable update  gbpusd : gbp usd lower as good news from the us has made it drop.  $$,09/12/2012 07:45,-1
2.78E+17,ITF4U,closed sell 0.27 lots $gbpusd 1.6008 for  91.0 pips  total for today  74.0 pipson    gu,10/12/2012 14:08,1
2.95E+17,ITF4U,closed buy 1.14 lots $gbpusd 1.6076 for  41.0 pips  total for today  41.0 pipson hot,27/01/2013 10:52,-1
2.96765E+17,dailysignalfx,closed buy 0.1 lots gbpusd 1.57742 for  10.0 pips  total for today  10.0 pips,30/01/2013 23:40,-1
2.79E+17,MellyForex,forex windfall has opened a gbpusd buy trade of 0.20 lots at 1.61407... visit  for live performance,12/12/2012 20:30,1
2.99906E+17,LivermoreInvest,sold 0.14 lots $gbpusd 1.58243,08/02/2013 15:42,-1
2.72E+17,forex_fx_,  : daily weekly: eurusd bulilsh bullish  usdjpy bullish bullish  eurjpy bullish bullish  audusd bullish bullish and gbpusd bullish bullish.,24/11/2012 02:58,0
2.77E+17,oldtbone,closed sell 0.5 lots $gbpusd 1.6075 for  30.0 pips  total for today  22.0 pips,06/12/2012 18:10,1
3.03709E+17,FXTraderUpdates,   $gbpusd sentiment bullish based on analysis of 56 articles and reports. visit   ,19/02/2013 03:33,1
3.01E+17,ForexFactors,closed sell 4.0 lots $gbpusd 1.57088 for  1.8 pips  total for today  1.8 pips  ruby account,11/02/2013 10:50,1
2.69E+17,MT4inews,gbpusd possible support around 1.5850,15/11/2012 21:05,-1
2.83E+17,ElliottWaveFX,gbpusd 21st december  2012: on friday s session the pound moved towards the downside  the target was reached and... ,24/12/2012 11:17,-1
2.79E+17,fxtrader111,closed sell gbpusd 1.61054 for  10.4 pips  total for today  36.4 pips,11/12/2012 22:06,1
2.92E+17,toonbuck,  : posted while $gbpusd was above 1.60 this morning: capped by 1.6050 and supported by 1.5950 as expected ,17/01/2013 17:43,0
2.90E+17,SharellWolf,closed buy 0.1 lots gbpusd 1.5729 for  6.0 pips  total for today  99.0 pips,12/01/2013 20:05,-1
2.71E+17,BlackCentaurFX,forexcom: $gbpusd has been struggling into the bottom of the daily ichimoku cloud  1.5905 10  as well as the oct. 23 low near 1.5915 20...,19/11/2012 15:18,-1
